suburb,postcode,state,state_name,lat,lng
Billabong,3858,VIC,Victoria,-37.25144,146.80983
Monomak,3860,VIC,Victoria,-37.78561,146.82827
Glenfalloch,3858,VIC,Victoria,-37.69304,146.61175
Walhalla East,3825,VIC,Victoria,-37.93655,146.57924
Wentworth,3875,VIC,Victoria,-37.30163,147.49476
Glen Wills,3898,VIC,Victoria,-36.83563,147.48067
Ada,3833,VIC,Victoria,-37.84073,145.84959
Toorongo,3833,VIC,Victoria,-37.77896,146.08284
Chapel Flat,3352,VIC,Victoria,-37.47876,143.89712
Cambarville,3779,VIC,Victoria,-37.62555,145.97585
Albacutya,3424,VIC,Victoria,-35.73721,141.95934
Elizabeth Island,3921,VIC,Victoria,-38.41519,145.36909
Fairy Dell,3875,VIC,Victoria,-37.69535,147.76769
Stirling,3893,VIC,Victoria,-37.45217,147.70939
Double Bridges,3893,VIC,Victoria,-37.59603,147.89683
Nelse,3699,VIC,Victoria,-36.83378,147.35529
Timbarra,3885,VIC,Victoria,-37.48838,147.9229
Merrijig,3875,VIC,Victoria,-37.65811,147.44203
Tabberabbera,3875,VIC,Victoria,-37.55831,147.37332
Ryans,3875,VIC,Victoria,-37.55197,147.46617
Flamingo Beach,3851,VIC,Victoria,-38.26939,147.31299
Bellbird Creek,3889,VIC,Victoria,-37.63645,148.81566
Yalmy,3885,VIC,Victoria,-37.41549,148.39338
Tanjil,3825,VIC,Victoria,-37.94319,146.20871
Boola,3825,VIC,Victoria,-38.04888,146.46503
Amor,3825,VIC,Victoria,-37.94005,146.40153
Jericho,3825,VIC,Victoria,-37.66815,146.24699
Toombon,3825,VIC,Victoria,-37.74141,146.41371
Aberfeldy,3825,VIC,Victoria,-37.70209,146.37834
Gentle Annie,3833,VIC,Victoria,-37.94744,145.8364
Loch Valley,3833,VIC,Victoria,-37.80681,146.00855
Cowa,3862,VIC,Victoria,-37.38551,147.18687
Wabonga,3678,VIC,Victoria,-37.04431,146.53865
Moreton Bay,4178,QLD,Queensland,-27.52883,153.29329
Bribie Island North,4507,QLD,Queensland,-26.88523,153.11538
Swanbank,4306,QLD,Queensland,-27.65975,152.81929
Spring Mountain,4124,QLD,Queensland,-27.70926,152.88308
Westvale,4514,QLD,Queensland,-27.02041,152.61781
Peel Island,4184,QLD,Queensland,-27.5,153.3557
Lake Tinaroo,4872,QLD,Queensland,-17.19651,145.58549
Torres Strait,4875,QLD,Queensland,-9.83796,142.71558
Moombria,4725,QLD,Queensland,-24.07158,144.97665
Evora,4725,QLD,Queensland,-24.03457,145.52037
Southern Lamington,4211,QLD,Queensland,-28.29399,153.09145
Kilmorey Falls,4465,QLD,Queensland,-26.10094,148.21632
Buckingham,4825,QLD,Queensland,-22.14468,139.49453
Warburton,4823,QLD,Queensland,-22.47116,140.90714
Sturt,4829,QLD,Queensland,-23.38336,138.42396
Carrandotta,4825,QLD,Queensland,-22.22818,138.54208
Min Min,4829,QLD,Queensland,-22.91713,140.65731
Warenda,4829,QLD,Queensland,-22.42055,140.30078
The Percy Group,4707,QLD,Queensland,-21.83558,149.82498
Norley,4492,QLD,Queensland,-27.65826,143.83744
Bulloo Downs,4492,QLD,Queensland,-28.52956,142.87921
Swans Lagoon,4807,QLD,Queensland,-20.0992,147.1594
Eight Mile Creek,4807,QLD,Queensland,-20.28077,147.23083
Gidya,4824,QLD,Queensland,-19.25203,139.79403
Nicholson,4830,QLD,Queensland,-17.46334,138.85862
Barron Gorge,4870,QLD,Queensland,-16.88185,145.66487
Lamb Range,4870,QLD,Queensland,-17.04631,145.68993
Macalister Range,4871,QLD,Queensland,-16.7792,145.65264
Ngatjan,4860,QLD,Queensland,-17.49697,145.90324
Tablelands,4680,QLD,Queensland,-24.3439,150.90728
Hinchinbrook,4849,QLD,Queensland,-18.31459,146.21462
Walter Hill,4854,QLD,Queensland,-17.8302,145.81442
Lumholtz,4849,QLD,Queensland,-18.28964,145.89885
Tam O'Shanter,4852,QLD,Queensland,-17.91117,146.06268
Savannah,4816,QLD,Queensland,-19.21232,141.85468
Jardine River,4874,QLD,Queensland,-11.25736,142.70779
Palmer,4892,QLD,Queensland,-15.97882,143.53684
Toolara Forest,4570,QLD,Queensland,-26.01022,152.87674
The Bluff,4355,QLD,Queensland,-27.19051,152.13676
Karron,4871,QLD,Queensland,-17.56996,141.79794
East Creek,4871,QLD,Queensland,-19.07825,141.77174
Victoria Vale,4822,QLD,Queensland,-19.39528,142.75059
Bellfield,4822,QLD,Queensland,-19.34924,143.11914
Gangalidda,4830,QLD,Queensland,-16.983,138.99007
Low Isles,4873,QLD,Queensland,-16.38606,145.56773
Spurgeon,4873,QLD,Queensland,-16.20957,145.05274
Dedin,4873,QLD,Queensland,-16.27081,145.16934
Syndicate,4873,QLD,Queensland,-16.42434,145.28292
Blackdown,4702,QLD,Queensland,-23.88916,149.12732
Wooroonooran,4860,QLD,Queensland,-17.36372,145.79135
Abingdon Downs,4892,QLD,Queensland,-17.81174,143.4706
Talaroo,4871,QLD,Queensland,-18.05176,143.89043
Northhead,4871,QLD,Queensland,-18.72756,143.14122
Port Alma,4699,QLD,Queensland,-23.58169,150.7554
Buaraba South,4311,QLD,Queensland,-27.42034,152.24299
Penwhaupell,4625,QLD,Queensland,-25.74845,151.72948
South Trees,4680,QLD,Queensland,-23.89176,151.29692
Glen Ruth,4872,QLD,Queensland,-18.00538,145.41254
Koombooloomba,4872,QLD,Queensland,-17.82667,145.54995
Garrawalt,4850,QLD,Queensland,-18.5197,145.83541
Wharps,4850,QLD,Queensland,-18.7282,146.06871
Somerset,4876,QLD,Queensland,-10.83059,142.52699
Sedgeford,4724,QLD,Queensland,-24.02897,146.82439
Gulngai,4871,QLD,Queensland,-17.74653,145.81302
Basilisk,4871,QLD,Queensland,-17.67018,145.97845
Wanjuru,4860,QLD,Queensland,-17.44918,146.05449
Djiru,4852,QLD,Queensland,-17.85447,146.07638
Wainui,4404,QLD,Queensland,-27.32595,151.46064
Weerriba,4703,QLD,Queensland,-22.79298,150.67466
Greenlake,4701,QLD,Queensland,-23.03355,150.55569
Shoalwater,4702,QLD,Queensland,-22.55894,150.46975
Mentmore,4798,QLD,Queensland,-20.7581,148.74443
Bolwarra,4871,QLD,Queensland,-17.46524,144.01302
Springfield,4871,QLD,Queensland,-17.93088,144.52504
Red River,4892,QLD,Queensland,-17.43383,143.30939
Staaten,4892,QLD,Queensland,-16.59079,142.91592
Lyndside,4892,QLD,Queensland,-16.91532,143.63245
Desailly,4871,QLD,Queensland,-16.42444,144.8986
Barwidgi,4872,QLD,Queensland,-17.66363,144.64997
Amber,4871,QLD,Queensland,-17.66979,144.24476
Wrotham,4892,QLD,Queensland,-16.6562,143.91456
Rookwood,4871,QLD,Queensland,-17.03396,144.2217
Bulleringa,4871,QLD,Queensland,-17.61389,143.93408
Arbouin,4892,QLD,Queensland,-17.08611,143.98054
Nychum,4871,QLD,Queensland,-16.75073,144.51347
Mount Mulgrave,4892,QLD,Queensland,-16.2857,143.8974
Bellevue,4892,QLD,Queensland,-16.64532,144.26358
Ravensworth,4892,QLD,Queensland,-17.28993,143.58713
The Dimonds,4650,QLD,Queensland,-25.53452,152.85512
Domville,4357,QLD,Queensland,-27.93382,151.26913
Coominglah Forest,4630,QLD,Queensland,-24.87647,150.97003
West Wellesley Islands,4892,QLD,Queensland,-16.80323,139.1222
Gulf Of Carpentaria,4892,QLD,Queensland,-16.4396,139.77329
South Wellesley Islands,4892,QLD,Queensland,-17.07214,139.39181
Pine Hills,4416,QLD,Queensland,-26.89991,149.94918
Murweh,4470,QLD,Queensland,-26.93082,145.86677
Eaglefield,4742,QLD,Queensland,-21.49286,147.82376
Cotherstone,4745,QLD,Queensland,-22.78648,148.27572
Sundown,4382,QLD,Queensland,-28.85297,151.66548
Granite Vale,4815,QLD,Queensland,-19.54611,146.63805
Clemant,4816,QLD,Queensland,-19.12097,146.44539
Tuan Forest,4650,QLD,Queensland,-25.72828,152.80842
Arafura Sea,4875,QLD,Queensland,-10.60315,141.90935
Florence Bay,4819,QLD,Queensland,-19.11791,146.87277
Ross River,4816,QLD,Queensland,-19.47825,146.79342
Boondandilla,4406,QLD,Queensland,-27.90892,150.63046
Halliford,4407,QLD,Queensland,-27.45591,150.95492
Montrose,4370,QLD,Queensland,-28.16022,151.77743
Weipa Airport,4874,QLD,Queensland,-12.67849,141.92478
Mount Rooper,4802,QLD,Queensland,-20.26175,148.77523
Cape Conway,4800,QLD,Queensland,-20.41087,148.79035
Goorganga Plains,4800,QLD,Queensland,-20.48907,148.64267
Mount Stuart,4811,QLD,Queensland,-19.37661,146.77719
Munderra,4872,QLD,Queensland,-17.68679,144.89102
Upper Warrego,4477,QLD,Queensland,-25.12561,147.33347
Dagmar,4873,QLD,Queensland,-16.17321,145.22258
Noah,4873,QLD,Queensland,-16.18478,145.34122
O'Reilly,4275,QLD,Queensland,-28.20984,153.12728
Melrose,4613,QLD,Queensland,-26.27864,151.60367
Mount Moffatt,4465,QLD,Queensland,-25.14289,147.74673
Fork Lagoons,4702,QLD,Queensland,-23.34393,147.95619
Wairuna,4872,QLD,Queensland,-18.38845,145.51457
Farrars Creek,4481,QLD,Queensland,-25.24132,141.53523
Wahoon,4625,QLD,Queensland,-25.89517,151.718
Blairmore,4625,QLD,Queensland,-25.80139,151.90342
Taragoola,4680,QLD,Queensland,-24.10366,151.23085
Edward River,4892,QLD,Queensland,-14.91038,142.51178
Suttor,4743,QLD,Queensland,-21.31795,147.88287
Byellee,4680,QLD,Queensland,-23.87252,151.19265
Wallaman,4850,QLD,Queensland,-18.66517,145.85159
Aldoga,4694,QLD,Queensland,-23.84486,151.05582
Fletcher Creek,4714,QLD,Queensland,-23.78699,150.42812
Narbethong,4725,QLD,Queensland,-23.81794,145.60941
Highbury,4892,QLD,Queensland,-16.32234,142.88883
Holroyd River,4892,QLD,Queensland,-14.20765,142.4806
Marodian,4570,QLD,Queensland,-25.84341,152.29495
Bountiful Islands,4871,QLD,Queensland,-16.67418,139.8569
Mount Mackay,4854,QLD,Queensland,-17.93568,146.00015
Kooroomool,4854,QLD,Queensland,-17.94604,145.66528
Mamu,4871,QLD,Queensland,-17.65963,145.82335
Colo,2795,NSW,New South Wales,-33.77583,149.26472
Boco,2631,NSW,New South Wales,-36.61465,149.16261
Woronora Dam,2508,NSW,New South Wales,-34.15478,150.93921
Bom Bom,2460,NSW,New South Wales,-29.75957,152.9659
Keybarbin,2469,NSW,New South Wales,-29.10556,152.61779
Coongbar,2469,NSW,New South Wales,-29.10812,152.69708
Eighteen Mile,2460,NSW,New South Wales,-29.28055,152.58416
Macquarie Marshes,2831,NSW,New South Wales,-30.68879,147.62015
Mulguthrie,2877,NSW,New South Wales,-33.17607,147.37729
Capoompeta,2371,NSW,New South Wales,-29.38817,152.04459
Crowdy Bay National Park,2443,NSW,New South Wales,-31.78822,152.73136
Khatambuhl,2429,NSW,New South Wales,-31.75333,151.98975
Saltwater,2430,NSW,New South Wales,-32.00742,152.548
Sandbar,2428,NSW,New South Wales,-32.38086,152.52378
Bassendean,2365,NSW,New South Wales,-30.06044,151.182
Diamond Head,2443,NSW,New South Wales,-31.69982,152.76911
Gearys Flat,2446,NSW,New South Wales,-31.17246,152.56993
Mogo Creek,2775,NSW,New South Wales,-33.14645,151.07619
Gragin,2403,NSW,New South Wales,-29.54858,150.81053
Brumby Plains,2476,NSW,New South Wales,-28.46292,152.65678
Chilcotts Creek,2339,NSW,New South Wales,-31.66842,150.83519
Lee Creek,2849,NSW,New South Wales,-32.53903,150.14707
Jeremy,2795,NSW,New South Wales,-33.99202,149.53907
Marlowe,2622,NSW,New South Wales,-35.26906,149.87643
Pebbly Beach,2536,NSW,New South Wales,-35.60036,150.3327
Yarrangobilly,2720,NSW,New South Wales,-35.69097,148.48583
Stotts Creek,2487,NSW,New South Wales,-28.28228,153.50292
Rossgole,2336,NSW,New South Wales,-32.14963,150.73671
Pages Creek,2337,NSW,New South Wales,-31.71113,151.22564
Crangan Bay,2259,NSW,New South Wales,-33.16745,151.59531
Moorara,2648,NSW,New South Wales,-33.01209,142.6066
Barratta,2710,NSW,New South Wales,-35.20021,144.5329
Dungeree,2849,NSW,New South Wales,-32.76557,149.85646
Punchbowl,2460,NSW,New South Wales,-29.46289,152.78046
Dandongadale,3737,VIC,Victoria,-36.83303,146.69447
Sutton,3530,VIC,Victoria,-35.73289,142.97356
Turriff East,3488,VIC,Victoria,-35.44578,142.5882
Tyenna,3533,VIC,Victoria,-35.32455,142.57648
Big Desert,3490,VIC,Victoria,-35.64204,141.48137
Woolshed Flat,3518,VIC,Victoria,-36.33125,143.6606
Licola North,3858,VIC,Victoria,-37.5204,146.5443
Rich Avon East,3480,VIC,Victoria,-36.51331,142.88763
Tulkara,3384,VIC,Victoria,-36.94203,143.05201
Grays Bridge,3477,VIC,Victoria,-36.61858,142.89938
Walkerville South,3956,VIC,Victoria,-38.85537,145.99442
Bulga,3586,VIC,Victoria,-35.30452,143.35101
Cherrypool,3401,VIC,Victoria,-37.13047,142.16655
Carnarvon Park,4722,QLD,Queensland,-24.84606,147.91582
Mount Lindesay,4287,QLD,Queensland,-28.33001,152.73371
Laglan,4721,QLD,Queensland,-22.38306,146.40034
Wateranga,4621,QLD,Queensland,-25.39025,151.84843
Mount Howe,4454,QLD,Queensland,-25.26007,148.18864
Westgrove,4454,QLD,Queensland,-25.41999,148.45367
Rangemore,4806,QLD,Queensland,-19.99292,147.39383
The Narrows,4695,QLD,Queensland,-23.62307,150.9508
Starcke,4895,QLD,Queensland,-14.60619,144.75253
Wenlock,4874,QLD,Queensland,-12.51635,142.55573
Cooloola,4580,QLD,Queensland,-26.02645,153.03059
Blackbull,4871,QLD,Queensland,-17.86323,141.74543
Alsace,4702,QLD,Queensland,-23.28793,149.28391
Conjuboy,4871,QLD,Queensland,-18.71999,144.60558
Barlyne,4625,QLD,Queensland,-25.73787,151.64492
Orient,4850,QLD,Queensland,-18.79932,146.23438
Bybera,4387,QLD,Queensland,-28.28419,150.91666
Cooroo Lands,4860,QLD,Queensland,-17.5224,145.90021
Wrattens Forest,4601,QLD,Queensland,-26.31154,152.33509
Dalga,4630,QLD,Queensland,-24.61894,151.46262
Eungella Hinterland,4741,QLD,Queensland,-20.92425,148.43738
Gindoran,4676,QLD,Queensland,-24.58257,151.5532
Leydens Hill,4714,QLD,Queensland,-23.6099,150.40893
Oakey Creek,4714,QLD,Queensland,-23.73253,150.31367
Gordonstone,4702,QLD,Queensland,-23.31392,148.13439
Mungy,4671,QLD,Queensland,-25.25959,151.43933
Muldu,4401,QLD,Queensland,-27.27043,151.68071
Woodleigh,4352,QLD,Queensland,-27.08624,151.67548
White Rock,4306,QLD,Queensland,-27.69539,152.8489
Gadgarra,4884,QLD,Queensland,-17.25614,145.73131
Tanbar,4481,QLD,Queensland,-26.17069,141.53499
Lake Monduran,4671,QLD,Queensland,-24.80545,151.77606
Lumeah,4478,QLD,Queensland,-25.26656,145.63664
Nadia,5690,SA,South Australia,-32.10656,133.49387
Polda,5670,SA,South Australia,-33.51636,135.47832
Mount Joy,5670,SA,South Australia,-33.51595,135.06798
Mongolata,5417,SA,South Australia,-33.56997,139.09519
Hallelujah Hills,5381,SA,South Australia,-33.87712,139.05712
Kringin,5304,SA,South Australia,-34.91466,140.73953
Bakara Well,5354,SA,South Australia,-34.57077,139.847
Pellaring Flat,5238,SA,South Australia,-34.8621,139.3894
Morphetts Flat,5320,SA,South Australia,-34.05675,139.68016
Old Teal Flat,5238,SA,South Australia,-34.87154,139.54246
Teal Flat,5238,SA,South Australia,-34.89341,139.56597
Winninowie,5700,SA,South Australia,-32.61949,137.9043
Erskine,5422,SA,South Australia,-32.68137,138.82187
Parnaroo,5422,SA,South Australia,-32.9945,139.10406
Dawson,5422,SA,South Australia,-32.81744,138.9957
Hardy,5422,SA,South Australia,-32.99391,139.26791
Yamba,5340,SA,South Australia,-34.28515,140.87456
Carcuma,5301,SA,South Australia,-35.58212,140.06489
Mount Bryan East,5419,SA,South Australia,-33.4364,139.02718
Port Arthur,5552,SA,South Australia,-34.11775,138.081
Vancouver Peninsula,6330,WA,Western Australia,-35.06166,117.92888
Yoganup,6275,WA,Western Australia,-33.73568,115.57905
Kennedy Range,6701,WA,Western Australia,-24.522,114.80991
Rockwell,6532,WA,Western Australia,-28.35231,114.91576
Karramindie,6429,WA,Western Australia,-31.02654,121.37873
Dryandra,6311,WA,Western Australia,-32.77383,116.97942
Breton Bay,6043,WA,Western Australia,-31.19438,115.48576
Sherlock,6714,WA,Western Australia,-21.19461,117.70582
Burrup,6714,WA,Western Australia,-20.61583,116.79137
Cooya Pooya,6714,WA,Western Australia,-21.00151,117.03115
Tamala,6532,WA,Western Australia,-26.84661,113.74997
Yelbeni,6487,WA,Western Australia,-31.16826,117.6637
Boodarockin,6423,WA,Western Australia,-30.96214,118.86341
Prince Regent River,6740,WA,Western Australia,-15.46439,125.18762
Mount Holland,6426,WA,Western Australia,-32.08743,119.54862
East Lyons River,6705,WA,Western Australia,-24.37278,117.20365
Reedy,6640,WA,Western Australia,-27.22236,118.38355
Oonah,7325,TAS,Tasmania,-41.23072,145.60598
Little Pine Lagoon,7140,TAS,Tasmania,-41.97231,146.57157
Steppes,7030,TAS,Tasmania,-42.09758,146.89985
London Lakes,7140,TAS,Tasmania,-42.15614,146.5908
Mount Field,7140,TAS,Tasmania,-42.66392,146.60517
Liawenee,7030,TAS,Tasmania,-41.90138,146.6584
West Coast,7321,TAS,Tasmania,-41.60343,145.31165
Meunna,7325,TAS,Tasmania,-41.08693,145.47161
Cape Portland,7264,TAS,Tasmania,-40.76495,148.03112
Alberton,7263,TAS,Tasmania,-41.30813,147.79956
Tooms Lake,7209,TAS,Tasmania,-42.18554,147.83985
Ben Lomond,7212,TAS,Tasmania,-41.56104,147.6614
Gulung Mardrulk,852,NT,Northern Territory,-13.56329,133.62746
Beswick Creek,852,NT,Northern Territory,-14.4891,133.09616
Top Springs,852,NT,Northern Territory,-16.55067,131.79967
ACT Remainder - Rendezvous Creek,2620,ACT,Australian Capital Territory,-35.71425,148.93846
Molonglo,2617,ACT,Australian Capital Territory,-35.29864,149.04213
Tinpot,2546,NSW,New South Wales,-36.24472,149.89143
Nelson,2550,NSW,New South Wales,-36.66695,149.957
Holts Flat,2631,NSW,New South Wales,-36.61625,149.2641
Jincumbilly,2631,NSW,New South Wales,-36.7118,149.22817
Newbold,2460,NSW,New South Wales,-29.5181,152.69624
Bulla,2835,NSW,New South Wales,-32.03291,144.44018
Moonbria,2710,NSW,New South Wales,-35.11503,145.44116
Carrabolla,2311,NSW,New South Wales,-32.17309,151.39358
Hanleys Creek,2420,NSW,New South Wales,-32.41857,151.68529
Woko,2422,NSW,New South Wales,-31.81549,151.83845
Callaghans Creek,2422,NSW,New South Wales,-31.85224,152.01851
Debenham,2446,NSW,New South Wales,-31.47725,152.24772
Singletons Mill,2775,NSW,New South Wales,-33.46666,151.06666
Limestone,2361,NSW,New South Wales,-29.21367,151.05124
Mogo,2850,NSW,New South Wales,-32.25628,150.02134
Worlds End,2850,NSW,New South Wales,-32.66656,149.37778
Tichular,2850,NSW,New South Wales,-32.45022,149.92944
Aratula,2714,NSW,New South Wales,-35.77415,145.28527
Steam Plains,2710,NSW,New South Wales,-34.96491,145.28813
Kaputar,2390,NSW,New South Wales,-30.31008,150.14595
Dog Rocks,2795,NSW,New South Wales,-33.76115,149.61603
Gurnang,2787,NSW,New South Wales,-34.04541,149.84533
Mount Werong,2787,NSW,New South Wales,-34.08645,149.95689
Myalla,2630,NSW,New South Wales,-36.44657,149.10146
Barry,2340,NSW,New South Wales,-31.60187,151.28493
Couragago,2720,NSW,New South Wales,-35.11357,148.49255
Wetuppa,2734,NSW,New South Wales,-35.32796,143.87217
Lake Burrendong,2820,NSW,New South Wales,-32.67402,149.16603
Meryla,2577,NSW,New South Wales,-34.68278,150.34215
Yerranderie,2787,NSW,New South Wales,-34.15588,150.276
Maddens Plains,2508,NSW,New South Wales,-34.26867,150.93948
Warrumbungle,2828,NSW,New South Wales,-31.31703,148.97867
Dalmorton,2460,NSW,New South Wales,-29.80273,152.47388
Wingadee,2829,NSW,New South Wales,-30.52058,148.27042
Winton North,3673,VIC,Victoria,-36.45553,146.09708
Wangie,3530,VIC,Victoria,-35.71722,143.28332
Straten,3533,VIC,Victoria,-35.38094,142.57525
Grey River,3234,VIC,Victoria,-38.68493,143.8209
Wingan River,3891,VIC,Victoria,-37.6296,149.53008
Cape Conran,3888,VIC,Victoria,-37.78909,148.7308
Brookville,3896,VIC,Victoria,-37.35185,147.66911
Wychitella North,3525,VIC,Victoria,-36.19713,143.62794
Matlock,3723,VIC,Victoria,-37.58914,146.21262
Howqua Hills,3723,VIC,Victoria,-37.18383,146.29098
Murray-Sunset,3490,VIC,Victoria,-34.56693,141.63266
Neds Corner,3496,VIC,Victoria,-34.19353,141.40293
Tottington,3477,VIC,Victoria,-36.76679,143.10652
Morrl Morrl,3387,VIC,Victoria,-36.86497,142.90494
Gunyah,3960,VIC,Victoria,-38.54382,146.29008
Cocamba,3546,VIC,Victoria,-35.10997,142.90014
Chinangin,3544,VIC,Victoria,-35.53275,143.17545
Chillingollah,3585,VIC,Victoria,-35.27592,143.04589
Swan Hill West,3585,VIC,Victoria,-35.3699,143.39804
Pira,3585,VIC,Victoria,-35.24837,143.37233
Dutson Downs,3851,VIC,Victoria,-38.20356,147.32474
Cobbannah,3862,VIC,Victoria,-37.65027,147.28001
Brumby,3885,VIC,Victoria,-37.02367,148.05351
Ibis,4726,QLD,Queensland,-23.0715,145.05595
Eurella,4462,QLD,Queensland,-26.67507,148.18248
Toko,4829,QLD,Queensland,-22.94954,138.50381
Nockatunga,4492,QLD,Queensland,-27.77967,142.65821
Pony Hills,4454,QLD,Queensland,-25.88927,148.95063
Durah,4413,QLD,Queensland,-26.31335,150.95658
Claraville,4871,QLD,Queensland,-18.54838,141.7651
Lower Cressbrook,4313,QLD,Queensland,-27.0818,152.47562
Morinish South,4702,QLD,Queensland,-23.36339,150.0223
Campbell Creek,4625,QLD,Queensland,-25.66369,151.71614
Great Sandy Strait,4655,QLD,Queensland,-25.50822,152.93514
Mudlo,4600,QLD,Queensland,-25.96823,152.22954
Wonbah Forest,4671,QLD,Queensland,-24.99481,151.60581
Eurimbula,4677,QLD,Queensland,-24.12782,151.73671
Limestone,4714,QLD,Queensland,-23.65993,150.43762
Brovinia,4626,QLD,Queensland,-25.88402,151.13675
Toondahra,4625,QLD,Queensland,-25.91762,151.4131
Baroondah,4420,QLD,Queensland,-25.66624,149.11731
